1.498189002304906210e-02,9.529010906601019168e-03,2.158438576349024085e-02
5.916886181538798528e-01,6.721906128238152034e-01,6.843474933027172691e-01
3.478075952145757710e-01,2.305466342783547007e-01,1.891567802015563238e-01
3.307814729447920016e-02,6.551296891048109805e-02,9.654292639367266504e-02
1.149709142794424349e-02,1.622132737736187505e-02,5.230258961602245529e-03
4.801887827900340098e-04,5.518511876620094472e-03,3.138155376961346797e-03
3.978707057403139372e-04,2.689968861572571905e-04,0.000000000000000000e+00
0.000000000000000000e+00,1.711798366455273080e-04,0.000000000000000000e+00
0.000000000000000000e+00,4.075710396322078664e-05,0.000000000000000000e+00
6.859839754143342997e-05,0.000000000000000000e+00,0.000000000000000000e+00
